NQUEST,DEBM31,TDEBITA31,TMUTUOAB31,MUTUOIN31,MUTUODU31,TAEG31,DEBGAR31_1,DEBGAR31_2,DEBGAR31_3,DEBGAR31_4,DEBGAR31_5,DEBPERS31,DEBRF31,DEBM32,TDEBITA32,TMUTUOAB32,MUTUOIN32,MUTUODU32,TAEG32,DEBGAR32_1,DEBGAR32_2,DEBGAR32_3,DEBGAR32_4,DEBGAR32_5,DEBPERS32,DEBRF32,DEBM33,TDEBITA33,TMUTUOAB33,MUTUOIN33,MUTUODU33,TAEG33,DEBGAR33_1,DEBGAR33_2,DEBGAR33_3,DEBGAR33_4,DEBGAR33_5,DEBPERS33,DEBRF33,TAEG11,TAEG12,TAEG13
809567,2,150,360,500,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
810082,2,110,390,460,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
810091,2,100,350,450,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
811805,1,8000,2880,12000,5,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
812121,2,200,900,1100,1,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
812450,1,11000,2900,14000,48,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
812896,2,100,700,760,1,5,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
812992,4,8000,4200,13000,5,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
813109,4,5900,7200,30000,5,4,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
813196,2,500,252,600,5,,0,0,0,1,0,1,2,4,760,912,1500,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
813349,1,2150,2100,14000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
813355,1,19000,1250,20000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
813418,1,3000,109,7500,6,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
813893,2,1500,1200,1500,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
813932,1,12000,4000,16000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
813952,1,3000,3600,15000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
813969,1,1680,3360,10000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
814226,2,3000,3150,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
814448,1,2500,6000,20000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
814527,1,5000,5000,13000,3,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
814868,1,3000,4000,7000,3,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
814889,4,4600,400,5000,4,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
815015,2,200,860,1260,1,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
815147,1,10000,3000,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
815192,1,8000,1680,11000,10,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
815403,1,7000,2800,12000,6,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
815411,2,9000,3000,12000,10,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
815783,4,2000,1700,16000,10,,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
815946,1,18000,5000,28000,6,0,0,0,0,1,0,1,2,1,8000,200,8000,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
817059,2,1200,105,1200,12,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
817385,1,4500,2900,10000,5,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
817402,2,460,60,460,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
817405,1,7500,7500,15000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
817749,4,28700,626,30000,5,,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
817815,2,1400,400,1400,1,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
818071,2,5000,1000,5000,1,3,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
818290,2,5000,1500,5000,5,,0,0,0,1,0,1,2,1,13000,4000,15000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
818426,4,70000,8000,120000,15,,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
818577,2,200,1000,1100,2,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
818640,4,14000,300,14000,10,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
819139,4,45000,7200,50000,10,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
819190,1,12000,2500,14500,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
819197,1,24000,12000,60000,5,,0,0,0,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
819349,1,3000,5000,24000,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
819465,1,2000,5700,18000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
819511,1,4800,2400,6200,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
819603,1,3500,3500,12000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
820118,4,7000,2100,7000,4,,0,0,0,0,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
820171,1,10000,3600,10000,4,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
821643,2,17000,650,40000,7,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
821675,1,3360,3700,14000,5,,1,0,0,0,0,,2,2,3000,1080,3000,6,,0,0,0,1,0,1,2,4,590,59,590,1,,0,0,0,1,0,1,2,2,2,2
821692,1,1000,2060,6000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
822019,1,2000,2000,10000,7,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
822119,2,600,110,1200,12,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
822470,2,50,1800,7000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
822497,1,4000,3000,12000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
822530,1,4800,3000,7000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
822559,2,1100,1100,3000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
823425,2,600,730,1200,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
823963,1,4000,2880,7700,3,4,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
824344,2,300,540,1300,5,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
824454,1,3000,1000,8000,8,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
824725,1,6500,2040,8000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
824735,2,240,480,700,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
825164,4,3500,1450,4000,5,*,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
825172,1,8000,265,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
825189,1,7000,2400,12000,6,8,0,0,0,1,0,2,2,4,13000,3000,15000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,2,
825513,1,13500,4200,22500,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
825940,2,170,580,750,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
826118,1,5000,2700,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
826595,2,60,600,600,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
826687,1,5400,5400,16800,3,5,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
826744,1,10000,7000,30000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
827084,1,50,2500,12500,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
827188,1,6000,3000,12000,5,,0,0,0,0,1,,2,2,50,850,850,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
827407,2,500,600,1050,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
827517,1,5000,1000,5000,3,6,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
827847,1,10000,1500,12000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
827870,1,4000,220,4300,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
850013,1,15000,3000,20000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
850016,1,12000,4200,18000,5,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
850027,4,600,880,900,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851008,1,8000,2200,14000,7,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851017,2,4000,1560,5000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851032,4,1600,1000,1600,10,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851037,1,4000,3600,8000,4,,1,0,0,0,0,,2,2,2000,2400,2400,1,,1,0,0,0,0,,2,,,,,,,,,,,,,,2,2,
851068,1,1500,1000,2500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851128,4,21000,3000,25000,10,,0,0,0,1,0,2,2,4,8000,2100,8000,9,,0,0,0,1,0,1,2,4,4000,1900,12000,10,6,0,0,0,1,0,1,2,2,2,1
851176,2,5000,6000,10000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851203,2,1000,900,3000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851207,2,6000,3000,7000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851216,2,500,800,1300,2,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851218,4,3500,1250,5000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851233,1,5000,3000,11000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851367,1,6000,3000,9000,3,2,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
851385,1,2000,1200,5500,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851522,2,6000,2000,7000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851542,4,6000,3420,10000,5,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
851576,1,20000,5160,26000,6,6,0,0,0,1,0,1,2,3,6000,1740,8000,6,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
851670,1,3500,1800,5000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851672,2,9000,2750,14000,10,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851699,1,19000,3660,30000,5,*,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
851703,4,5000,2400,10000,7,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851704,1,1000,4200,4800,1,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851754,1,13000,3000,15000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851844,2,2000,3000,6000,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851847,4,250,3000,10000,4,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
851859,1,8000,2750,14000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851865,1,10000,4000,15000,5,*,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
851867,1,10000,5000,27000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851872,1,5000,1900,7500,4,8,0,0,0,1,0,1,2,2,2200,1100,2200,2,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
851874,1,2800,200,3000,4,,0,0,0,1,0,1,2,2,100,100,200,1,,0,0,0,1,0,1,2,2,180,180,300,1,,0,0,0,1,0,1,2,2,2,2
851880,1,5500,5500,21000,4,7,0,0,0,1,0,1,2,2,400,750,1250,2,*,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
851937,1,7000,3000,9000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
851969,1,10000,500,10500,4,0,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
852020,2,1200,1200,2400,2,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852021,1,4000,2400,6000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852041,1,12000,440,20000,10,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852094,1,5600,3480,15000,5,6,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
852099,1,4500,500,5000,2,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
852109,1,4400,1488,6000,6,7,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
852134,2,10000,50,18000,5,9,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
852137,1,13000,2800,15500,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852152,2,400,600,1000,1,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852153,1,1600,4800,6000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852156,1,7500,1120,8500,5,,0,0,0,1,0,1,2,4,1900,180,2000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
852159,1,12000,2400,14000,6,7,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
852173,1,1000,2400,8000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852175,1,10800,3600,18000,5,9,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
852289,4,5000,3600,5000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852304,1,4800,2400,7400,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852364,4,3200,2400,5000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852384,4,3000,1440,3000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852551,4,25487,2317,27804,7,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852754,1,2500,3600,10000,3,,0,0,0,1,0,1,2,4,80000,7900,100000,20,5,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,1,
852953,1,12000,200,15000,10,,0,0,0,1,0,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852969,3,1350,800,2500,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
852996,3,700,1200,2000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853210,2,2000,80,3000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853249,1,5000,3000,16000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853297,2,500,400,1800,2,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853306,1,2000,1400,5000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853308,1,2000,2000,15000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853318,1,2000,1000,3000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853339,1,5000,3000,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853352,1,8000,250,11000,4,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
853354,1,4000,2400,7000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853611,1,18000,4800,22000,5,9,0,1,0,0,0,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
853700,1,2500,1600,3000,2,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853778,1,6000,3000,9000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853785,1,1000,3000,15000,5,,0,0,0,1,0,1,2,1,2000,2000,8000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
853790,1,2000,3000,8000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853796,1,4000,2400,9000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853801,1,8150,3600,8150,3,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853926,1,3000,2016,4000,3,,1,0,0,0,0,,2,1,7000,1800,7000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,2,2,
853931,1,1325,3180,8000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853973,2,500,1310,1500,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
853979,1,4000,3800,18000,5,7,1,0,0,0,0,,2,1,12000,3800,18000,5,2,1,0,0,0,0,,2,,,,,,,,,,,,,,1,1,
853993,1,5000,2400,7000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854062,4,20000,5400,30000,10,,0,0,0,1,0,1,1,4,20000,3350,50000,10,,0,0,0,1,0,2,1,,,,,,,,,,,,,,2,2,
854067,1,4000,2520,8800,4,,1,0,0,0,0,,2,1,1700,1680,3800,3,,1,0,0,0,0,,2,1,1100,1200,4000,4,,1,0,0,0,0,,2,2,2,2
854070,1,10000,190,10000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854202,4,3000,70,5000,5,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854242,1,2500,4300,15000,4,8,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
854253,1,4300,720,6480,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854275,2,350,1400,2700,2,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
854283,1,4000,2000,6000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854563,1,7000,3250,12000,4,,0,0,0,1,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854645,1,29000,6500,30000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854689,1,2300,4100,7000,3,6,0,0,0,1,0,1,2,2,700,1200,2100,2,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,1,1,
854690,1,10000,460,10000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854787,1,500,700,2500,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854855,1,9200,3000,14000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
854926,1,3000,170,6000,3,7,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
854958,1,6000,3750,12000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855065,1,3600,3600,10800,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855206,1,2520,2520,11000,5,7,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
855238,1,9800,3600,17000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855260,4,8000,2000,12000,6,,0,0,0,1,0,1,2,4,5000,1800,8000,5,,0,0,0,1,0,2,2,,,,,,,,,,,,,,2,2,
855262,1,10000,50,10000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855264,1,5000,4800,15000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855271,2,400,50,450,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855292,1,7700,2700,10000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855307,1,4000,2200,8400,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855325,1,12000,4000,16000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855347,1,6000,4800,16000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855350,1,7000,3900,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855360,1,3000,2700,6500,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855361,1,13000,2400,16000,7,6,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
855413,1,6080,920,7000,3,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855454,1,14400,4800,24000,5,,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855488,1,13500,4500,18000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855554,1,15000,5000,20000,5,9,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
855635,1,9813,187,10000,6,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855745,1,4500,5000,12000,3,0,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
855751,1,1650,4000,13000,4,,0,0,0,1,0,1,2,1,5200,2400,10000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,2,2,
855864,1,5800,1200,7000,5,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855883,4,25000,4000,25000,10,,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
855978,1,2214,2952,10000,4,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856014,2,72,50,100,3,,0,0,0,0,1,,2,2,50,216,252,3,,0,0,0,0,1,,2,,,,,,,,,,,,,,2,2,
856081,2,600,750,1200,1,6,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856083,2,800,1000,1870,1,5,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856113,1,3000,3200,10000,4,9,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856114,1,3600,3600,10000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856115,1,10000,4680,20000,6,9,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856117,1,3000,3000,10000,5,,0,0,0,1,0,1,3,1,5150,850,6000,3,,0,0,0,1,0,1,3,,,,,,,,,,,,,,2,2,
856128,1,9000,5000,14000,3,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856158,1,6500,750,6900,3,,0,0,0,1,0,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856209,1,3000,3000,6000,2,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856217,1,750,1900,5000,3,6,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856236,1,29000,1000,30000,5,2,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856244,1,11000,3000,14000,6,,0,0,0,1,0,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856250,1,7800,3900,18000,10,4,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
856297,1,1500,8568,30000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856424,1,5000,5000,15000,4,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856452,1,8000,2000,9000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856490,1,8000,2000,10000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
856668,1,12000,3000,19000,5,,1,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
