NQUEST,DEBM11,DEBRF11,TDEBITA11,TMUTUOAB11,MUTUOIN11,ANMUTUO11,MUTUODU11,TIPOTAX11,DEBGAR11_1,DEBGAR11_2,DEBGAR11_3,DEBGAR11_4,DEBPERS11,DEBM12,DEBRF12,TDEBITA12,TMUTUOAB12,MUTUOIN12,ANMUTUO12,MUTUODU12,TIPOTAX12,DEBGAR12_1,DEBGAR12_2,DEBGAR12_3,DEBGAR12_4,DEBPERS12,DEBM13,DEBRF13,TDEBITA13,TMUTUOAB13,MUTUOIN13,ANMUTUO13,MUTUODU13,TIPOTAX13,DEBGAR13_1,DEBGAR13_2,DEBGAR13_3,DEBGAR13_4,DEBPERS13,TAXFIS11,TAXVAR11,TAX11,TAXFIS12,TAXVAR12,TAX12,TAXFIS13,TAXVAR13,TAX13
825068,1,2,130000,10200,145000,2004,25,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
825096,2,2,126000,4000,130000,2010,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
825189,1,2,130000,7800,160000,2004,30,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
825314,1,2,45000,4800,70000,2002,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,0,,,,,,
825510,1,2,108000,8160,125000,2004,30,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825859,1,2,47000,4000,120000,2004,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,0,,,,,,
826118,1,2,90000,5000,100000,2006,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,0,,,,,,
826152,2,2,1200,800,2000,2010,3,4,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826216,2,2,2000,500,77000,1997,15,2,1,0,0,0,,2,2,7500,500,8000,2010,10,2,1,0,0,0,,2,2,15000,500,17000,2010,10,2,1,0,0,0,,,8,0,,3.5,0,,3.5,0
827188,1,2,8800,1100,13000,1983,35,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,7.98,,0,,,,,,
827252,1,2,15000,5200,55000,1999,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
827329,1,2,4200,4800,50000,2000,11,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,0,,,,,,
827369,1,2,78500,7200,100000,2007,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,0,,,,,,
827436,1,2,200000,15600,230000,2005,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,,,,,,
827457,2,2,20000,4200,50000,2000,15,2,1,0,0,0,,2,2,15000,3000,40000,2002,15,2,1,0,0,0,,,,,,,,,,,,,,,,4,0,,4,0,,,
827482,1,2,94000,6000,100000,2009,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
827870,1,2,500,1000,36000,1990,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
850025,1,1,80000,4000,95000,2007,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851015,2,2,14000,2860,14000,2006,7,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851172,1,2,200000,15000,250000,2007,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
851203,2,2,500,1000,10000,2005,5,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851216,1,2,30000,4500,50000,1998,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851341,1,2,260000,15000,270000,2009,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851392,2,2,60000,10200,120000,2004,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851623,1,2,100000,10000,115000,2009,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851670,2,2,85000,11000,150000,2006,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851764,1,2,50000,7000,80000,2001,25,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851844,2,2,10000,3600,15000,2006,7,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851863,2,2,5000,5000,10000,2010,2,2,0,0,1,0,1,2,2,150000,35000,200000,2005,10,1,1,0,0,0,,2,2,10000,5000,10000,2010,2,1,0,0,1,0,1,,5,0,,,1,5,,0
851867,2,2,8000,3600,20000,2003,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
851872,1,2,1300,2700,27000,1990,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,0,,,,,,
851937,2,2,40000,6000,65000,2006,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,
851989,1,2,129000,6000,140000,2006,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852004,1,2,115000,7000,130000,2005,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852021,2,2,70000,4500,80000,2006,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852070,2,2,60000,7800,75000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.4,,0,,,,,,
852073,2,2,4000,500,5000,2010,4,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,,,,,,
852110,1,2,97000,5400,105000,2006,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,0,,,,,,
852153,1,2,30000,4100,40000,2006,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852173,1,2,20000,8400,65000,2003,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,,,,,,
852315,1,2,40000,6000,65000,2001,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852336,1,2,20000,3000,30000,2002,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852391,2,2,12000,3600,35000,2001,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,0,,,,,,
852548,2,2,170000,1280,215000,2007,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852569,1,2,97000,8300,125000,2005,20,2,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,0,,,,,,
852573,1,2,23000,3600,42000,1999,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852673,1,2,64000,7440,100000,1999,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852762,2,2,30000,6000,150000,2002,15,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
852773,1,2,40000,11880,100000,2000,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0,,,,,,
852790,1,2,112000,3000,128000,2005,30,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853308,2,2,50000,900,80000,2003,15,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853311,2,2,2400,1000,6000,2004,10,4,1,0,0,0,,2,2,7000,2000,8000,2009,5,3,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
853353,1,2,140000,8500,200000,2006,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0,,,,,,
853444,1,2,170000,13000,200000,2005,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853455,1,2,50000,4000,65000,2005,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853590,1,2,90000,6000,96000,2010,20,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,0,,,,,,
853593,2,2,50000,700,70000,2002,15,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853611,3,3,25000,3800,40000,1993,20,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,,,,,,
853763,1,2,130000,10000,150000,2008,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853765,1,2,85000,6000,100000,2007,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853778,2,2,130000,12600,150000,2008,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853785,1,2,100000,7200,140000,2002,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853794,1,2,14000,6200,30000,2007,5,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
853995,2,2,100000,20000,150000,2007,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,,0,,,,,,
854067,1,1,45000,4800,48000,2010,13,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0,,,,,,
854081,1,2,45000,4600,77000,2001,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854112,1,2,380000,22000,440000,2009,20,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854242,1,2,110000,7200,120000,2009,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.35,0,,,,,,
854252,1,2,39000,8800,103000,2000,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,0,,,,,,
854259,1,1,180000,500,200000,2007,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854275,1,2,8000,5500,42000,2002,10,2,1,0,0,0,,2,2,3000,2100,5000,2010,2,1,0,0,1,0,1,,,,,,,,,,,,,,,2.7,0,8,,0,,,
854428,1,2,76300,6840,90000,2008,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854469,1,2,7000,3700,30000,2003,10,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854504,2,1,48000,8000,48000,2010,20,2,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854559,1,2,60000,6600,65000,2009,13,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854683,1,2,50000,5200,64000,2003,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,,,,,,
854690,1,1,30000,8400,40000,2009,5,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.06,0,,,,,,
854691,1,2,15000,3000,33000,1999,15,2,1,0,0,0,,2,2,15000,1200,15000,2002,20,2,1,0,0,0,,,,,,,,,,,,,,,,4,0,,3,0,,,
854692,1,2,45000,5400,50000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
854694,1,2,54000,5160,60000,2009,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.08,,0,,,,,,
854711,1,1,80000,5500,100000,2002,20,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855071,1,2,38000,7200,110000,2000,15,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,0,,,,,,
855135,2,2,45000,4000,50000,2004,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
855185,1,2,75000,6000,75000,2006,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,,0,,,,,,
855238,2,2,65000,5400,100000,2005,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,0,,,,,,
855280,1,2,70000,8400,95000,2005,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0,,,,,,
855284,1,2,120000,6000,140000,2008,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,
855289,1,2,70000,8200,130000,2000,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,
855307,1,2,75000,9300,120000,2002,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,,,,,,
855335,2,2,50000,2000,50000,2007,30,4,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855482,1,3,3600,3600,30000,1995,15,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
855748,2,2,6500,5000,6500,2010,6,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
855751,1,2,120000,5400,123000,2009,35,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,0,,,,,,
855790,2,2,49600,2040,50000,2010,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,0,,,,,,
855839,1,2,140000,12000,175000,2004,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856008,1,2,67000,8300,100000,2004,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856115,1,2,100000,8100,118000,2005,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,0,,,,,,
856117,1,2,95000,6000,120000,2006,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,0,,,,,,
856134,2,2,40000,6500,50000,2008,10,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856158,1,2,37000,3900,51000,2002,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,0,,,,,,
856217,1,2,81400,6700,110000,2004,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,,,,,,
856218,1,2,29600,3600,33000,2002,10,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,
856244,2,1,11000,6000,17000,2009,3,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856262,2,2,11804,500,12000,2010,7,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856378,2,1,25000,2820,25000,2007,12,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856388,1,2,70000,7400,90000,2001,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856459,2,2,35000,7200,50000,2007,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856567,1,3,13000,2500,37000,1993,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.12,,0,,,,,,
856583,1,3,58000,4780,120000,2006,20,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.99,,0,,,,,,
856632,1,1,190000,10800,240000,2006,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.25,,0,,,,,,
856661,1,2,155000,11800,160000,2005,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856688,1,2,10853,5634,51646,1997,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.9,,0,,,,,,
856742,1,2,52000,5400,70000,2003,22,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,0,,,,,,
856772,2,2,24000,4500,75000,1996,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,0,,,,,,
856780,1,2,190000,18000,200000,2009,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.99,0,,,,,,
856808,1,2,40000,3192,100000,2000,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
856840,1,2,160000,9650,175000,2005,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.25,0,,,,,,
856929,1,2,100000,9000,110000,2007,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,,,,,,
856941,1,2,25000,7000,60000,1998,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
857134,1,2,24000,4000,50000,2002,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.1,0,,,,,,
857305,1,2,8000,2400,15000,2006,10,2,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,,,,,,
857341,1,2,34000,2500,35000,2010,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
857353,2,1,50000,5400,75000,2001,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
857354,2,1,54000,6800,85000,2003,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.89,0,,,,,,
857373,1,2,20000,5000,60000,1998,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,,,,,,
857466,1,2,40000,6000,65000,1995,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
857654,1,2,100000,10000,130000,2005,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,,0,,,,,,
857692,1,2,,9999,,2007,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
857814,1,2,15000,2300,26000,2003,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,,,,,,
857857,1,2,40000,4560,62000,2003,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
857858,2,2,10000,4800,20000,2008,5,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,
857865,1,2,45000,5900,80000,2001,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.9,,0,,,,,,
857874,1,2,100000,6000,130000,2005,25,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
857885,1,1,100000,8520,130000,2006,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.25,0,,,,,,
857994,1,2,75000,5400,85000,2007,15,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.95,,0,,,,,,
858159,1,2,98000,8300,100000,2008,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,,,,,,
858190,1,2,60000,4000,120000,2006,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,0,,,,,,
858226,1,2,23000,4500,75000,1987,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,0,,,,,,
858234,1,2,100000,7200,117000,2007,30,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,0,,,,,,
858268,1,2,150000,8000,150000,2009,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
858295,2,2,1000,3700,15000,2006,5,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
858326,2,2,17000,3000,20000,2008,10,1,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
858329,2,2,18000,6000,47000,1999,13,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,,0,,,,,,
858359,1,2,46000,3500,50000,2010,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,,,,,,
858677,2,2,47000,3840,50000,2009,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,,,,,,
858736,2,2,5000,6000,10000,2010,2,4,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858743,1,1,20000,7000,35000,2007,7,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
858769,1,2,52000,8000,80000,2000,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.02,,0,,,,,,
858786,1,2,80000,6000,120000,2006,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
858944,1,2,65000,6000,75000,2001,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859143,1,2,73000,4320,86400,2006,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859214,1,2,40000,4000,75000,2002,20,1,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859257,1,2,135000,8800,140000,2010,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.2,,0,,,,,,
859261,1,2,35000,2500,60000,2001,20,3,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859282,1,2,100000,7000,130000,2005,25,4,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859285,1,2,500,6000,35000,1995,15,2,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859286,1,2,79000,6000,105000,2003,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859294,1,2,86000,7500,108000,2003,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,,,,,,
859306,2,2,3000,3600,7000,2009,3,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859339,1,2,200000,19200,300000,2004,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859459,2,2,45000,7200,73000,2008,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.25,,0,,,,,,
859473,1,2,30000,4800,75000,2001,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859501,1,2,86000,5400,90000,2009,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.05,0,,,,,,
859507,1,2,94000,5700,120000,2006,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
859592,1,2,130000,9000,130000,2007,15,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860014,1,2,10000,9000,75000,1996,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,,,,,,
860042,1,2,350000,30000,480000,2005,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.05,0,,,,,,
860044,1,2,70000,13500,100000,2007,10,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860050,1,2,400000,24000,424000,2009,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860059,1,2,90000,10000,120000,2003,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860166,1,2,400000,20000,530000,2006,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860167,1,2,76500,7200,108000,2003,20,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.07,0,,,,,,
860224,1,2,8400,4200,52000,2003,10,1,0,0,1,0,2,1,2,8400,4200,52000,2003,10,1,0,0,0,1,,,,,,,,,,,,,,,,,1,,,1,,,
860227,1,2,8000,2500,40000,1998,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0,,,,,,
860249,1,2,95000,12000,150000,2004,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,
860267,1,2,25000,9000,80000,1998,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,0,,,,,,
860272,1,2,150000,7000,180000,2006,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860276,1,2,40000,3600,5000,2006,20,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860281,1,2,205000,24500,210000,2007,25,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,0,,,,,,
860292,1,2,26000,8500,90000,1999,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860352,2,2,20000,500,20000,2006,5,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860780,1,2,38000,3800,40000,2010,15,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
860823,1,2,2800,1128,25000,1982,30,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,0,,,,,,
860842,1,2,132500,7500,140000,2009,25,2,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,0,,,,,,
860922,1,2,45000,6000,100000,2000,15,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.09,,0,,,,,,
860977,1,1,60000,500,60000,1996,20,2,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
861027,1,2,56000,6000,80000,2005,15,2,1,0,0,0,,1,2,78000,11000,110000,2005,15,2,1,0,0,0,,,,,,,,,,,,,,,,4,0,,4,0,,,
861114,1,2,38000,5200,25000,1982,30,2,1,0,0,0,,2,2,38000,5200,50000,1982,30,2,1,0,0,0,,3,3,23000,6000,23000,2005,5,4,0,0,1,0,1,,2.75,0,,2.75,0,,,
861141,1,2,200000,9000,220000,2009,25,4,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861165,1,2,240000,14400,275000,2008,24,1,1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.5,,0,,,,,,
861404,1,2,150000,12000,250000,2002,20,2,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
861412,1,1,120000,8500,160000,2004,30,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
861461,2,2,29000,1000,30000,2010,10,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
